sku,unit,target_month,predicted_qty,level_qty,seasonal_factor,trend_per_month,months_from_level_anchor,trend_contribution_qty,deseasonalized_forecast,damping,status,warnings,actual_qty,residual_qty,split,model,trained_before
010300052_,шт,2026-01-01,2.6666666666666665,2.6666666666666665,1.0,0.0,2.0,0.0,2.6666666666666665,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,5.0,2.3333333333333335,validation,decomposition_damping_0,2026-01-01
010300053_,шт,2026-01-01,766.2446550187414,937.5069702762099,0.8173215552658655,0.0,2.0,0.0,937.5069702762099,0.0,forecast,,505.0,-261.24465501874135,validation,decomposition_damping_0,2026-01-01
010300057_,шт,2026-01-01,62.309903839126896,78.78044949383668,0.7909310525576736,0.0,2.0,0.0,78.78044949383668,0.0,forecast,unstable_trend_disabled,108.0,45.690096160873104,validation,decomposition_damping_0,2026-01-01
010300074_,шт,2026-01-01,59.666666666666664,59.666666666666664,1.0,0.0,2.0,0.0,59.666666666666664,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,30.0,-29.666666666666664,validation,decomposition_damping_0,2026-01-01
010300075_,шт,2026-01-01,742.0743471458452,822.2097094910181,0.9025365896070724,0.0,2.0,0.0,822.2097094910181,0.0,forecast,unstable_trend_disabled,769.0,26.925652854154805,validation,decomposition_damping_0,2026-01-01
010300095_,шт,2026-01-01,346.0,346.0,1.0,0.0,3.0,0.0,346.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,6.0,-340.0,validation,decomposition_damping_0,2026-01-01
010300096_,шт,2026-01-01,266.5,266.5,1.0,0.0,2.0,0.0,266.5,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,330.0,63.5,validation,decomposition_damping_0,2026-01-01
010300121_,шт,2026-01-01,167.46897215018137,202.68153110567332,0.8262665632956318,0.0,2.0,0.0,202.68153110567332,0.0,forecast,unstable_trend_disabled,129.0,-38.46897215018137,validation,decomposition_damping_0,2026-01-01
010300123_,шт,2026-01-01,20.666666666666668,20.666666666666668,1.0,0.0,2.0,0.0,20.666666666666668,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,11.0,-9.666666666666668,validation,decomposition_damping_0,2026-01-01
010300127_,шт,2026-01-01,10.2,10.2,1.0,0.0,16.0,0.0,10.2,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;all_known_history_stale,1.0,-9.2,validation,decomposition_damping_0,2026-01-01
010400850_,шт,2026-01-01,13.0,13.0,1.0,0.0,2.0,0.0,13.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,17.0,4.0,validation,decomposition_damping_0,2026-01-01
010400854_,шт,2026-01-01,21.0,21.0,1.0,0.0,2.0,0.0,21.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,2.0,-19.0,validation,decomposition_damping_0,2026-01-01
010400865_,шт,2026-01-01,10.0,10.0,1.0,0.0,2.0,0.0,10.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,7.0,-3.0,validation,decomposition_damping_0,2026-01-01
010400867_,шт,2026-01-01,13.0,13.0,1.0,0.0,2.0,0.0,13.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,8.0,-5.0,validation,decomposition_damping_0,2026-01-01
010400925_,шт,2026-01-01,11.666666666666666,11.666666666666666,1.0,0.0,2.0,0.0,11.666666666666666,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,1.0,-10.666666666666666,validation,decomposition_damping_0,2026-01-01
010400927_,шт,2026-01-01,2.6666666666666665,2.6666666666666665,1.0,0.0,2.0,0.0,2.6666666666666665,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,3.0,0.3333333333333335,validation,decomposition_damping_0,2026-01-01
010400931_,шт,2026-01-01,2.6666666666666665,2.6666666666666665,1.0,0.0,2.0,0.0,2.6666666666666665,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,5.0,2.3333333333333335,validation,decomposition_damping_0,2026-01-01
010400933_,шт,2026-01-01,2.3333333333333335,2.3333333333333335,1.0,0.0,2.0,0.0,2.3333333333333335,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,1.0,-1.3333333333333335,validation,decomposition_damping_0,2026-01-01
010500001_,шт,2026-01-01,65.0,65.0,1.0,0.0,2.0,0.0,65.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,9.0,-56.0,validation,decomposition_damping_0,2026-01-01
010500003_,шт,2026-01-01,35.61878642701996,52.633653587850354,0.6767302666452552,0.0,2.0,0.0,52.633653587850354,0.0,forecast,unstable_trend_disabled,12.0,-23.618786427019963,validation,decomposition_damping_0,2026-01-01
010500004_,шт,2026-01-01,920.8986798361559,927.3875800821983,0.9930030330517612,0.0,2.0,0.0,927.3875800821983,0.0,forecast,unstable_trend_disabled,475.0,-445.8986798361559,validation,decomposition_damping_0,2026-01-01
010500005_,шт,2026-01-01,2646.5024336862493,2562.1272738097127,1.0329316817080192,0.0,2.0,0.0,2562.1272738097127,0.0,forecast,unstable_trend_disabled,2202.0,-444.50243368624933,validation,decomposition_damping_0,2026-01-01
010500006_,шт,2026-01-01,20172.46750541999,20961.77571776495,0.9623453555189017,0.0,2.0,0.0,20961.77571776495,0.0,forecast,unstable_trend_disabled,14852.0,-5320.467505419991,validation,decomposition_damping_0,2026-01-01
010500007_,шт,2026-01-01,597.8273890285806,672.2682249869475,0.8892691440833571,0.0,2.0,0.0,672.2682249869475,0.0,forecast,unstable_trend_disabled,629.0,31.17261097141943,validation,decomposition_damping_0,2026-01-01
010500008_,шт,2026-01-01,14941.674149594151,15023.646273019716,0.9945437930355978,0.0,2.0,0.0,15023.646273019716,0.0,forecast,unstable_trend_disabled,10471.0,-4470.6741495941515,validation,decomposition_damping_0,2026-01-01
010500009_,шт,2026-01-01,3214.1124931708378,2764.8532298800706,1.1624893713834692,0.0,2.0,0.0,2764.8532298800706,0.0,forecast,unstable_trend_disabled,2453.0,-761.1124931708378,validation,decomposition_damping_0,2026-01-01
010500010_,шт,2026-01-01,888.2972735670093,920.8973932828221,0.9645996177710964,0.0,2.0,0.0,920.8973932828221,0.0,forecast,unstable_trend_disabled,466.0,-422.29727356700926,validation,decomposition_damping_0,2026-01-01
010500011_,шт,2026-01-01,334.17972858669225,406.6344133925638,0.8218186104777021,0.0,2.0,0.0,406.6344133925638,0.0,forecast,,737.0,402.82027141330775,validation,decomposition_damping_0,2026-01-01
010500012_,шт,2026-01-01,670.2838620358224,565.3526257676639,1.1856031642652718,0.0,2.0,0.0,565.3526257676639,0.0,forecast,unstable_trend_disabled,310.0,-360.2838620358224,validation,decomposition_damping_0,2026-01-01
010500018_,шт,2026-01-01,445.70317532496887,375.63095858349135,1.1865453715682026,0.0,2.0,0.0,375.63095858349135,0.0,forecast,unstable_trend_disabled,94.0,-351.70317532496887,validation,decomposition_damping_0,2026-01-01
010500019_,шт,2026-01-01,2827.8310115500894,2778.986857010945,1.0175762452477666,0.0,2.0,0.0,2778.986857010945,0.0,forecast,,1739.0,-1088.8310115500894,validation,decomposition_damping_0,2026-01-01
010500020_,шт,2026-01-01,35.8090513619571,34.40273636697919,1.0408779981910896,0.0,2.0,0.0,34.40273636697919,0.0,forecast,unstable_trend_disabled,9.0,-26.809051361957103,validation,decomposition_damping_0,2026-01-01
010500021_,шт,2026-01-01,4077.6696830505753,4100.011299579511,0.9945508402547021,0.0,2.0,0.0,4100.011299579511,0.0,forecast,unstable_trend_disabled,2915.0,-1162.6696830505753,validation,decomposition_damping_0,2026-01-01
010500022_,шт,2026-01-01,1698.0767250850242,1314.0793119273676,1.2922178362236336,0.0,2.0,0.0,1314.0793119273676,0.0,forecast,unstable_trend_disabled,807.0,-891.0767250850242,validation,decomposition_damping_0,2026-01-01
010500023_,шт,2026-01-01,756.0081791234683,785.549908535252,0.9623935677532345,0.0,2.0,0.0,785.549908535252,0.0,forecast,unstable_trend_disabled,538.0,-218.00817912346827,validation,decomposition_damping_0,2026-01-01
010500024_,шт,2026-01-01,453.93269151381185,357.4482068215152,1.2699257762411276,0.0,2.0,0.0,357.4482068215152,0.0,forecast,unstable_trend_disabled,106.0,-347.93269151381185,validation,decomposition_damping_0,2026-01-01
010500025_,шт,2026-01-01,649.3712621177596,501.4967798309145,1.2948662648176976,0.0,2.0,0.0,501.4967798309145,0.0,forecast,,220.0,-429.37126211775956,validation,decomposition_damping_0,2026-01-01
010500032_,шт,2026-01-01,180.2184418459206,151.50832632750118,1.1894952984719764,0.0,2.0,0.0,151.50832632750118,0.0,forecast,unstable_trend_disabled,124.0,-56.21844184592061,validation,decomposition_damping_0,2026-01-01
010500033_,шт,2026-01-01,936.2232272981705,862.7716707483696,1.0851344092998427,0.0,2.0,0.0,862.7716707483696,0.0,forecast,unstable_trend_disabled,559.0,-377.2232272981705,validation,decomposition_damping_0,2026-01-01
010500034_,шт,2026-01-01,123.0,123.0,1.0,0.0,2.0,0.0,123.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,18.0,-105.0,validation,decomposition_damping_0,2026-01-01
010500035_,шт,2026-01-01,1739.3759299145772,1758.5069436253464,0.9891208767869131,0.0,2.0,0.0,1758.5069436253464,0.0,forecast,,1430.0,-309.3759299145772,validation,decomposition_damping_0,2026-01-01
010500036_,шт,2026-01-01,1456.203211004436,1423.8818673478345,1.0226994559013554,0.0,2.0,0.0,1423.8818673478345,0.0,forecast,unstable_trend_disabled,1310.0,-146.20321100443607,validation,decomposition_damping_0,2026-01-01
010500037_,шт,2026-01-01,1159.2150614549605,981.4039020463315,1.18118040802352,0.0,2.0,0.0,981.4039020463315,0.0,forecast,,679.0,-480.2150614549605,validation,decomposition_damping_0,2026-01-01
010500038_,шт,2026-01-01,583.4950860152688,545.3271583255008,1.0699908799828852,0.0,2.0,0.0,545.3271583255008,0.0,forecast,unstable_trend_disabled,432.0,-151.49508601526884,validation,decomposition_damping_0,2026-01-01
010500039_,шт,2026-01-01,1649.8185608711308,1498.149792136103,1.1012373859617697,0.0,2.0,0.0,1498.149792136103,0.0,forecast,unstable_trend_disabled,1260.0,-389.8185608711308,validation,decomposition_damping_0,2026-01-01
010500040_,шт,2026-01-01,6.049215003533044,7.786936056680133,0.7768414893228306,-0.0,2.0,-0.0,7.786936056680133,0.0,forecast,,4.0,-2.0492150035330443,validation,decomposition_damping_0,2026-01-01
010500041_,шт,2026-01-01,14.666666666666666,14.666666666666666,1.0,0.0,2.0,0.0,14.666666666666666,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,8.0,-6.666666666666666,validation,decomposition_damping_0,2026-01-01
010500042_,шт,2026-01-01,12.333333333333334,12.333333333333334,1.0,0.0,2.0,0.0,12.333333333333334,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,23.0,10.666666666666666,validation,decomposition_damping_0,2026-01-01
010500044_,шт,2026-01-01,15.795858230888877,11.781081402444686,1.3407816898380047,0.0,2.0,0.0,11.781081402444686,0.0,forecast,unstable_trend_disabled,5.0,-10.795858230888877,validation,decomposition_damping_0,2026-01-01
010500046_,шт,2026-01-01,8.666666666666666,8.666666666666666,1.0,0.0,2.0,0.0,8.666666666666666,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,2.0,-6.666666666666666,validation,decomposition_damping_0,2026-01-01
010500047_,шт,2026-01-01,20.0,20.0,1.0,0.0,1.5,0.0,20.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,3.0,-17.0,validation,decomposition_damping_0,2026-01-01
010500048_,шт,2026-01-01,54.07954038140156,50.58417667892368,1.0690999425504981,0.0,2.0,0.0,50.58417667892368,0.0,forecast,unstable_trend_disabled,30.0,-24.079540381401557,validation,decomposition_damping_0,2026-01-01
010500063_,шт,2026-01-01,7.351038696911557,10.33822331605208,0.7110543535558626,0.0,2.0,0.0,10.33822331605208,0.0,forecast,unstable_trend_disabled,1.0,-6.351038696911557,validation,decomposition_damping_0,2026-01-01
010500068_,шт,2026-01-01,24.030017619002738,20.002748410714755,1.2013357927418973,0.0,2.0,0.0,20.002748410714755,0.0,forecast,unstable_trend_disabled,2.0,-22.030017619002738,validation,decomposition_damping_0,2026-01-01
010500092_,шт,2026-01-01,16.819130137199565,20.55522115359955,0.8182412639357209,0.0,2.0,0.0,20.55522115359955,0.0,forecast,unstable_trend_disabled,2.0,-14.819130137199565,validation,decomposition_damping_0,2026-01-01
010500093_,шт,2026-01-01,35.0,35.0,1.0,0.0,2.0,0.0,35.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,24.0,-11.0,validation,decomposition_damping_0,2026-01-01
010500094_,шт,2026-01-01,17.80407354255952,19.659230125578734,0.9056343218341263,0.0,2.0,0.0,19.659230125578734,0.0,forecast,unstable_trend_disabled,14.0,-3.8040735425595216,validation,decomposition_damping_0,2026-01-01
010500095_,шт,2026-01-01,35.38350929227283,36.13160451545149,0.9792952670325298,0.0,2.0,0.0,36.13160451545149,0.0,forecast,unstable_trend_disabled,75.0,39.61649070772717,validation,decomposition_damping_0,2026-01-01
010500102_,шт,2026-01-01,15.124581483505118,21.777731625618927,0.6944975603296,0.0,2.0,0.0,21.777731625618927,0.0,forecast,,20.0,4.875418516494882,validation,decomposition_damping_0,2026-01-01
010500103_,шт,2026-01-01,67.33333333333333,67.33333333333333,1.0,0.0,2.0,0.0,67.33333333333333,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,7.0,-60.33333333333333,validation,decomposition_damping_0,2026-01-01
010500111_,шт,2026-01-01,24.333333333333332,24.333333333333332,1.0,0.0,2.0,0.0,24.333333333333332,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,1.0,-23.333333333333332,validation,decomposition_damping_0,2026-01-01
010500122_,шт,2026-01-01,59.44477255711923,74.19966423509455,0.8011461125858218,0.0,2.0,0.0,74.19966423509455,0.0,forecast,unstable_trend_disabled,58.0,-1.4447725571192294,validation,decomposition_damping_0,2026-01-01
010500124_,шт,2026-01-01,109.65602871984845,96.71522273916567,1.13380319678923,0.0,2.0,0.0,96.71522273916567,0.0,forecast,,101.0,-8.65602871984845,validation,decomposition_damping_0,2026-01-01
010700001_,шт,2026-01-01,54.03973121166234,46.87232195013405,1.152913467123593,0.0,2.0,0.0,46.87232195013405,0.0,forecast,unstable_trend_disabled,55.0,0.9602687883376575,validation,decomposition_damping_0,2026-01-01
010700002_,шт,2026-01-01,373.1119357959219,353.72095834199814,1.0548199845008206,0.0,2.0,0.0,353.72095834199814,0.0,forecast,unstable_trend_disabled,264.0,-109.11193579592191,validation,decomposition_damping_0,2026-01-01
010700003_,шт,2026-01-01,171.9709475018177,136.38428958412726,1.2609293051729333,-0.0,2.0,-0.0,136.38428958412726,0.0,forecast,,174.0,2.0290524981822955,validation,decomposition_damping_0,2026-01-01
010700029_,шт,2026-01-01,23.63858047893129,18.825399117104944,1.2556748641495223,0.0,2.0,0.0,18.825399117104944,0.0,forecast,unstable_trend_disabled,7.0,-16.63858047893129,validation,decomposition_damping_0,2026-01-01
010700030_,шт,2026-01-01,26.389165118540603,19.713616072462035,1.3386263089197343,0.0,2.0,0.0,19.713616072462035,0.0,forecast,unstable_trend_disabled,6.0,-20.389165118540603,validation,decomposition_damping_0,2026-01-01
010700031_,шт,2026-01-01,29.70138647255312,21.79767760354315,1.362594080560456,0.0,2.0,0.0,21.79767760354315,0.0,forecast,unstable_trend_disabled,15.0,-14.701386472553121,validation,decomposition_damping_0,2026-01-01
010700032_,шт,2026-01-01,11.739823628528718,13.616139335853504,0.8621991402229454,0.0,2.0,0.0,13.616139335853504,0.0,forecast,unstable_trend_disabled,5.0,-6.739823628528718,validation,decomposition_damping_0,2026-01-01
010700084_,шт,2026-01-01,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,3.0,2.0,validation,decomposition_damping_0,2026-01-01
010700102_,шт,2026-01-01,37.16309101459027,31.129751975887046,1.1938126279764971,-0.0,2.0,-0.0,31.129751975887046,0.0,forecast,,28.0,-9.163091014590272,validation,decomposition_damping_0,2026-01-01
010700103_,шт,2026-01-01,7.103095374447496,5.066492207290984,1.4019749925255425,0.0,2.0,0.0,5.066492207290984,0.0,forecast,unstable_trend_disabled,8.0,0.8969046255525042,validation,decomposition_damping_0,2026-01-01
010700133_,шт,2026-01-01,36.333333333333336,36.333333333333336,1.0,0.0,2.0,0.0,36.333333333333336,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,4.0,-32.333333333333336,validation,decomposition_damping_0,2026-01-01
010700134_,шт,2026-01-01,27.0,27.0,1.0,0.0,2.0,0.0,27.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,22.0,-5.0,validation,decomposition_damping_0,2026-01-01
010700135_,шт,2026-01-01,98.1291392727471,86.7950021881274,1.130585135075555,0.0,2.0,0.0,86.7950021881274,0.0,forecast,,120.0,21.870860727252904,validation,decomposition_damping_0,2026-01-01
010700136_,шт,2026-01-01,10.0,10.0,1.0,0.0,2.0,0.0,10.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,2.0,-8.0,validation,decomposition_damping_0,2026-01-01
010700137_,шт,2026-01-01,23.0228874085988,23.53688966941374,0.9781618443203697,-0.0,2.0,-0.0,23.53688966941374,0.0,forecast,,64.0,40.9771125914012,validation,decomposition_damping_0,2026-01-01
010700147_,шт,2026-01-01,4.666666666666667,4.666666666666667,1.0,0.0,2.0,0.0,4.666666666666667,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,2.0,-2.666666666666667,validation,decomposition_damping_0,2026-01-01
010700148_,шт,2026-01-01,3.3333333333333335,3.3333333333333335,1.0,0.0,2.0,0.0,3.3333333333333335,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,1.0,-2.3333333333333335,validation,decomposition_damping_0,2026-01-01
010700149_,шт,2026-01-01,4.0,4.0,1.0,0.0,2.0,0.0,4.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,1.0,-3.0,validation,decomposition_damping_0,2026-01-01
010700153_,шт,2026-01-01,7.5,7.5,1.0,0.0,2.5,0.0,7.5,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,8.0,0.5,validation,decomposition_damping_0,2026-01-01
010700154_,шт,2026-01-01,4.0,4.0,1.0,0.0,6.0,0.0,4.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history;6_calendar_months,1.0,-3.0,validation,decomposition_damping_0,2026-01-01
010700155_,шт,2026-01-01,5.0,5.0,1.0,0.0,2.0,0.0,5.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,6.0,1.0,validation,decomposition_damping_0,2026-01-01
010700158_,шт,2026-01-01,4.666666666666667,4.666666666666667,1.0,0.0,2.0,0.0,4.666666666666667,0.0,forecast,neutral_seasonality_insufficient_evidence,2.0,-2.666666666666667,validation,decomposition_damping_0,2026-01-01
010700159_,шт,2026-01-01,2.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,6.0,4.0,validation,decomposition_damping_0,2026-01-01
010700160_,шт,2026-01-01,3.6666666666666665,3.6666666666666665,1.0,0.0,2.0,0.0,3.6666666666666665,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,1.0,-2.6666666666666665,validation,decomposition_damping_0,2026-01-01
010700162_,шт,2026-01-01,2.0,2.0,1.0,0.0,2.5,0.0,2.0,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,3.0,1.0,validation,decomposition_damping_0,2026-01-01
010700163_,шт,2026-01-01,2.3333333333333335,2.3333333333333335,1.0,0.0,2.0,0.0,2.3333333333333335,0.0,forecast,neutral_seasonality_insufficient_evidence;insufficient_recent_history,5.0,2.6666666666666665,validation,decomposition_damping_0,2026-01-01
010700169_,шт,2026-01-01,5.0,5.0,1.0,0.0,2.0,0.0,5.0,0.0,forecast,neutral_seasonality_insufficient_evidence;unstable_trend_disabled,5.0,0.0,validation,decomposition_damping_0,2026-01-01
010800001_,шт,2026-01-01,33.38249280635058,37.096115200922846,0.8998918788542072,0.0,2.0,0.0,37.096115200922846,0.0,forecast,unstable_trend_disabled,27.0,-6.382492806350577,validation,decomposition_damping_0,2026-01-01
010800002_,шт,2026-01-01,16.57337086177916,18.712271120089973,0.885695314877389,0.0,2.0,0.0,18.712271120089973,0.0,forecast,unstable_trend_disabled,36.0,19.42662913822084,validation,decomposition_damping_0,2026-01-01
010800003_,шт,2026-01-01,40.14471946633877,52.460098915009915,0.7652429236051733,0.0,2.0,0.0,52.460098915009915,0.0,forecast,unstable_trend_disabled,27.0,-13.14471946633877,validation,decomposition_damping_0,2026-01-01
010800004_,шт,2026-01-01,81.493575333465,76.03217690196617,1.0718300942315595,0.0,2.0,0.0,76.03217690196617,0.0,forecast,unstable_trend_disabled,60.0,-21.493575333465003,validation,decomposition_damping_0,2026-01-01
010800005_,шт,2026-01-01,25.864191059583614,33.52934245810365,0.77138974890134,0.0,2.0,0.0,33.52934245810365,0.0,forecast,unstable_trend_disabled,25.0,-0.8641910595836144,validation,decomposition_damping_0,2026-01-01
010800006_,шт,2026-01-01,9.359953501285512,12.546997669497552,0.7459914911788084,-0.0,2.0,-0.0,12.546997669497552,0.0,forecast,,14.0,4.640046498714488,validation,decomposition_damping_0,2026-01-01
010800010_,шт,2026-01-01,12.92739634946944,13.83736492115536,0.9342383049900846,0.0,2.0,0.0,13.83736492115536,0.0,forecast,unstable_trend_disabled,1.0,-11.92739634946944,validation,decomposition_damping_0,2026-01-01
010800011_,шт,2026-01-01,26.398509282058054,26.983402056920045,0.9783239795475681,0.0,2.0,0.0,26.983402056920045,0.0,forecast,unstable_trend_disabled,2.0,-24.398509282058054,validation,decomposition_damping_0,2026-01-01
010800012_,шт,2026-01-01,46.87403617465319,50.16386147391429,0.9344184199023068,0.0,2.0,0.0,50.16386147391429,0.0,forecast,,27.0,-19.87403617465319,validation,decomposition_damping_0,2026-01-01
